0,camel,data/test_images/camel/054_00120391.jpg,90.38672955461502,100.0
1,cow,data/test_images/cow/081_00122031.jpg,11.59281728435993,3.4482758620689653
2,duck,data/test_images/duck/099_00134431.jpg,76.97568404555315,100.0
3,crocodile,data/test_images/crocodile/084_00126805.jpg,90.51566553652378,100.0
4,duck,data/test_images/duck/099_00134433.jpg,81.58043426913143,100.0
5,bee,data/test_images/bee/026_00119880.jpg,92.35682626458119,100.0
6,duck,data/test_images/duck/099_00134419.jpg,81.80845882575183,100.0
7,elephant,data/test_images/elephant/103_00125793.jpg,12.174745920252143,12.5
8,crab,data/test_images/crab/082_00125882.jpg,28.2114011152564,33.333333333333336
9,crocodile,data/test_images/crocodile/084_00126839.jpg,90.92829210722637,100.0
10,duck,data/test_images/duck/099_00134331.jpg,60.47260016402769,100.0
11,cow,data/test_images/cow/081_00122030.jpg,6.2506759409347925,25.0
12,cat,data/test_images/cat/064_00122194.jpg,35.23355776761977,100.0
13,camel,data/test_images/camel/054_00120299.jpg,91.60819706075449,100.0
14,bee,data/test_images/bee/026_00119859.jpg,91.84282693022772,100.0
15,dog,data/test_images/dog/091_00151039.jpg,17.09769887367043,50.0
16,camel,data/test_images/camel/054_00120288.jpg,76.3058417850557,100.0
17,cow,data/test_images/cow/081_00122075.jpg,31.414939432277706,100.0
18,cat,data/test_images/cat/064_00122088.jpg,40.752185148595636,50.0
19,cat,data/test_images/cat/064_00122171.jpg,8.204076298902185,5.0
20,bear,data/test_images/bear/023_00133754.jpg,58.720082683117965,50.0
21,camel,data/test_images/camel/054_00120224.jpg,87.4671737584574,100.0
22,bear,data/test_images/bear/023_00133605.jpg,11.426938793072928,100.0
23,cow,data/test_images/cow/081_00121940.jpg,49.30845029329089,100.0
24,bear,data/test_images/bear/023_00133565.jpg,14.208184447611968,4.545454545454546
25,dog,data/test_images/dog/091_00150963.jpg,23.423124959114876,50.0
26,duck,data/test_images/duck/099_00134458.jpg,84.20478386541077,100.0
27,sheep,data/test_images/sheep/258_00124991.jpg,87.56745160608038,100.0
28,sheep,data/test_images/sheep/258_00125120.jpg,83.39925418407731,100.0
29,duck,data/test_images/duck/099_00134469.jpg,60.768439461878394,50.0
30,crab,data/test_images/crab/082_00125865.jpg,10.163615516617096,4.166666666666667
31,dog,data/test_images/dog/091_00151024.jpg,30.505917858763386,25.0
32,duck,data/test_images/duck/099_00134422.jpg,48.75009212043483,50.0
33,crocodile,data/test_images/crocodile/084_00126928.jpg,90.5983588043772,100.0
34,crab,data/test_images/crab/082_00125829.jpg,75.86613126807326,100.0
35,bear,data/test_images/bear/023_00133636.jpg,46.59707192420214,100.0
36,cow,data/test_images/cow/081_00122025.jpg,40.222482689407954,50.0
37,cat,data/test_images/cat/064_00122139.jpg,32.86432525269569,100.0
38,bee,data/test_images/bee/026_00119839.jpg,48.404447752314354,100.0
39,bee,data/test_images/bee/026_00119732.jpg,91.84811094726088,100.0
40,dog,data/test_images/dog/091_00150989.jpg,8.927038494232562,3.8461538461538463
41,bear,data/test_images/bear/023_00133706.jpg,8.824778584537667,1.0309278350515463
42,elephant,data/test_images/elephant/103_00125830.jpg,36.58229602959291,14.285714285714286
43,bear,data/test_images/bear/023_00133622.jpg,23.476368034717044,100.0
44,crocodile,data/test_images/crocodile/084_00126877.jpg,88.10950221558883,100.0
45,dog,data/test_images/dog/091_00151135.jpg,29.388262144479945,100.0
46,dog,data/test_images/dog/091_00150971.jpg,8.44232322770017,2.7027027027027026
47,bee,data/test_images/bee/026_00119783.jpg,92.08869575017646,100.0
48,cow,data/test_images/cow/081_00122078.jpg,61.40225152334702,100.0
49,bee,data/test_images/bee/026_00119881.jpg,68.85396348862338,100.0
50,dog,data/test_images/dog/091_00150983.jpg,7.779109758421766,6.666666666666667
51,sheep,data/test_images/sheep/258_00124933.jpg,82.27067441087526,100.0
52,cat,data/test_images/cat/064_00122189.jpg,62.96499747318187,100.0
53,duck,data/test_images/duck/099_00134306.jpg,81.21991136814637,100.0
54,camel,data/test_images/camel/054_00120334.jpg,29.781040142692998,50.0
55,bee,data/test_images/bee/026_00119691.jpg,91.52280349482005,100.0
56,cat,data/test_images/cat/064_00122184.jpg,23.155781861642886,100.0
57,dog,data/test_images/dog/091_00150968.jpg,24.358772058743188,33.333333333333336
